context_text,reply_text,language,source,gap_lines,gap_seconds 
"Gucken sie mal.
Gucken sie mal.","Es ist ein Bonobo, den schaffen wir.",,4_9hours.mp4,1,2
"Gut, gut.","Rivers of Blood, willst du mich flaxen?",,4_9hours.mp4,1,2
Geil.,Sehr worth it.,,4_9hours.mp4,1,3
"Ah, es ist tatsächlich ein Dagger.
Oh, oh, oh, oh.
This is a OP run.
Ich seh's, ich seh's.
Manifestiert sich vor meinen Augen.","Oh, das ist actually auch gut.",,4_9hours.mp4,1,5
"Where is the potency of sorcery?
Oh, oh.
Sorry.","So, was machen wir jetzt noch?",,4_9hours.mp4,1,7
"Äh, jetzt gehen wir zum Sack.","Wir bringen alles um, was auf dem Weg liegt, wa?",,4_9hours.mp4,1,3
"Jo.
Rot, lass mal so rot.
Mal kurz beim Händler vorbeigucken.
Der ist auf dem Weg.
Ne, die Waffe ist schon lila.
Nevermind.",Das ändert nichts.,,4_9hours.mp4,1,2
"Mein Stab kann ich auch bessern.
Nevermind.
Hallo, mein Herr.
Ich würde gerne Ihren Ambush benutzen.
Dankeschön.",Ich geh noch in den Turm kurz oben rauf.,,4_9hours.mp4,1,1
Ja.,Fritti.,,4_9hours.mp4,1,3
"Ich hab in der Ecke gecheckt, da muss man irgendwie drumrum so ein Siegel finden, oder?",Ja.,,4_9hours.mp4,1,5
"Genau, ja.
Genau.",Oder halt keins.,,4_9hours.mp4,1,2
"Also es gibt entweder, dass die Tür offen ist, dann gehst du rein, dann ist links neben der Tür, in der Tür, durch die du reingehst, ist eine Kerze aus.
Da springst du hoch, entdeckst die Kerze, dann geht die Kerze an, dann geht der Aufzug quasi, der Aufzugsschacht auf, dann kommst du da hoch.
Anderes Ding, wenn schon die Tür ganz offen ist, ist das rechts eine Wand, die, so eine Hidden Wall, wo du dagegen schlägst, dann geht die auf.
Und wenn Crests da sind, dann ist es, oder wenn die Tür zu ist, dann ist entweder keine Crest auf der blauen Tür, dann kannst du einfach durch die blaue Tür durchlaufen.
Du sollst nur die Crest finden und...
Ich kann dir ein Video schicken, wo die ganzen verschiedenen Optionen schön gezeigt werden, das hab ich Tom letztens auch geschickt.
Ich wollt grad sagen, du warst auch fachmännisch.
Das Schöne war, dass die Tür eh offen war, in dem Fall jetzt.
Ja, weil ich das Ding schon gemacht hab.","Am Ende direkt neben der Zone, actually.",,4_9hours.mp4,1,3
"Es gibt einen Baumstumpf, der rumrennt, das ist schon ganz witzig, das hab ich zum ersten Mal gesehen, den musst du dann hauen, dann droppt der die...
Den könnt ihr wahrscheinlich erkennen.
Die Sigil, dann gibt's so einen Busch, der ganz crazy hart wackelt, als wäre gerade ein fucking Orkan neben ihm entstanden.
Da dann ist dran drunter, die Sigel.
Über der Tür kann's einfach sein.
Oder wenn du vor dem Turm stehst, links rumgehen, da ist dann so ein kleiner Anbau an dem Turm, den einfach schlagen.
Der verschwindet dann so wie so eine versteckte Tür.
Und das war's, glaub ich.
Oh ja, und in der Pfütze daneben, da ist immer so eine Pfütze mit Wasser daneben, da kann er auch drin sein.
Da taucht's aber einfach auf, wenn du dann in die Pfütze quasi steigst.
Ja, Grüß dich.
Die ganze Party dabei.",Diese Bootsbosse sind so dämlich.,,4_9hours.mp4,1,24
"Wir müssen aufpassen, dass wir die Gegner noch rausholen.
Ich bin im Busch!",Es ist der Boat-Dude!,,4_9hours.mp4,1,5
"Danke!
Das war doof.
Stay down!
Wo ist er?",Der war echt dämlich.,,4_9hours.mp4,1,16
Warum würde ich das wollen?,"Restores FP upon guarding, oder was?",,4_9hours.mp4,1,3
"Ne, slow to restore HP.","Das ist auch richtig kacke, ja. Ich hasse das.",,4_9hours.mp4,1,3
"Oh, hier ist Recluse.","Junge, die behütet mich einfach.",,4_9hours.mp4,1,3
"Slow, bleib stehen!",Junge!,,4_9hours.mp4,1,3
Ich bin in diesem Kack-Screen.,"Ach, Fritti.",,4_9hours.mp4,1,5
"Ne.
Was macht der? Was hat der für eine Sekte?
Kümmer, Stein, Kiesel, Dornbusch, der Sünde, verbessert Zaubereien.
Verbessert Zaubereien nehm ich.","Okay, wait.",,4_9hours.mp4,1,3
"Ist hier gedroppt bei mir?
Merci.",Natürlich ist hier ein zweiter.,,4_9hours.mp4,1,5
Normaler Boss aber.,Junge!,,4_9hours.mp4,1,2
"Gutti, Gucci.",Ich nehm mal die Karte mit.,,4_9hours.mp4,1,2
"Hier sind auch noch Stäbe, falls irgendwer Stäbe will.","Klar, ich bin Main-Mage.",,4_9hours.mp4,1,3
"Ich hab einen Steinschwertschlüssel.
Falls wir an so einem vorbeikommen sollten.
Mit Sicherheit.",This is the one.,,4_9hours.mp4,1,3
Sag sowas doch nicht.,"Doch, immer wenn ich's gesagt hab, hab ich's geschafft.",,4_9hours.mp4,1,2
Okay.,Ist es doch immer.,,4_9hours.mp4,1,1
"Ja.
Das glaub ich.
Das ist gelogen.",Immer.,,4_9hours.mp4,1,3
Braucht irgendjemand Einsatz-Medic-Stores? Ich hab zwei über.,"Ähm, nein.",,4_9hours.mp4,1,3
Das glaub ich dir nicht.,"Ja, sag ich doch, dass mir das keiner glauben wird.",,4_9hours.mp4,1,2
"Klingt ausgedacht.
Erstunken und erlogen.",Eher stunken.,,4_9hours.mp4,1,3
Wo laufen wir eigentlich gerade hin?,Zur letzten Kirche.,,4_9hours.mp4,1,2
"Ah, zur letzten Kirche. Sehr gut.","Ah, die ist genau in der Zone.",,4_9hours.mp4,1,3
Der Nachtwegen stärkt sich.,"Dann können wir auch noch den Everjay machen, der eh bei der Kirche da ist.",,4_9hours.mp4,1,3
Ich bin unterwegs.,Kannst du mich aufheben?,,4_9hours.mp4,1,2
"Ich kann dich nicht anvisieren gerade.
Das war zu stressig, I'm sorry.",Kacke.,,4_9hours.mp4,1,3
"Der hat mich nicht anvisieren lassen und ich hab keine Melee.
Ja, weil der auf mich war.",Das könnte sein...,,4_9hours.mp4,1,13
"Level 9, so, was machen wir jetzt?","Äh, Abitur.",,4_9hours.mp4,1,2
"Bam.
Bangarang.","Okay, roter Pigma.",,4_9hours.mp4,1,8
Bring her meine.,Schön.,,4_9hours.mp4,1,2
Super duper.,Sehr satisfying.,,4_9hours.mp4,1,2
"Und Destiny, dass der den Ranged-Charakter angreifen will einfach.
Ich hab gar nichts gemacht.
Ich werde jetzt nur noch tanken.
Let's go.
Lass uns mal zu dem Field Boss gehen.
Wo wir schon hier sind.",Boink.,,4_9hours.mp4,1,2
"Ist der hier? Oder ist er noch weiter unten?
Ah, der steht direkt neben mir.
Ah, das ist der Battering Hunter. Den wollen wir eigentlich nicht machen.
Ne.",Ich glaube der ist es nicht.,,4_9hours.mp4,1,10
"Autsch.
Autsch.","Ja, floh floh.",,4_9hours.mp4,1,4
"Ich brauche Hilfe.
Same.","Haha. Ja, ich habe die Angriffsskill zurückgeholt.",,4_9hours.mp4,1,6
Schön.,Sehr nice. Dankeschön.,,4_9hours.mp4,1,2
"Junge. Der mit seinen wide swings ist crazy.
Ja, nächstes Mal, wenn der runterkommt. Immer.
Schau wie viel er wert ist.
Hilfe! Huni!",Das ist gar nicht gut.,,4_9hours.mp4,1,4
"Ich bin down, komm zurück.",Ich habe keine Tränke mehr.,,4_9hours.mp4,1,4
"Ey, ey, ey, tot.
Junge, der...",Ich kill den jetzt gleich.,,4_9hours.mp4,1,2
"Ich verstehe, warum die Leute in den Guides sagen, man soll den skippen.","Hm, komisch. Is he a waste of time?",,4_9hours.mp4,1,4
75.000?,"Ne, hab ich jetzt wegen den Ruinen wieder, ja.",,4_9hours.mp4,1,2
"So.
Zone is moving.
Leider nicht Level 12, aber...",Braucht jemand den Greatbow hier? Weil ich nehm den sonst.,,4_9hours.mp4,1,2
"Ne, den hab ich gedroppt.
Dann hab ich nämlich eine Faircop-Waffe.
Gut, was wollen wir dann?
Wenn wir uns beeilen, können wir vielleicht noch die Ruine mitnehmen.
Hier ist so ein Ding.
Ne, verkacken.
Ist der D-Muff jetzt weg?",Ich seh's nicht.,,4_9hours.mp4,1,2
Egal.,Ah!,,4_9hours.mp4,1,6
"Naja, wenn...",Let's go!,,4_9hours.mp4,1,2
"Wenn wir es nicht schaffen, die Ruine noch zu machen, dann...
...geht er mal nicht gleich in den...
...in die Goop.
Sondern kommt nochmal raus.
Dann können wir die...
...durchzeit.
Unendlich das.",Ich kann den Wolf da noch machen.,,4_9hours.mp4,1,4
"Ja, lass den jetzt machen.",Was ist hinter Wolfmann?,,4_9hours.mp4,1,2
"Tausend Runen, there you go.
Was seid ihr für Level?",Zehn.,,4_9hours.mp4,1,2
"Elf.
Ja, ich bin auch erst zehn.
Ich bin auch erst zehn.
Ich bin elf.
Wenn ich den Grace aussuchen kann.
Ne.
Sehr gut.",Treat's ready.,,4_9hours.mp4,1,4
"Junge, hier ist warme.
I should not have done that.
Okay.
Gibt jemanden Warming Stone von euch?
Ja.
Soll ich droppen?
Bitte.
Von mir.
Merci.","Ja, jetzt fahr.",,4_9hours.mp4,1,8
Die adds fallen nicht mehr im Leben.,Ne.,,4_9hours.mp4,1,2
Nox.,Ja.,,4_9hours.mp4,1,8
"Junge.
Flo, help.",Ich versuch Tom zu kriegen.,,4_9hours.mp4,1,2
"Ich kann sie nicht so bewegen.
My ass.",Er ist ja ne kleine Bitch.,,4_9hours.mp4,1,2
Bitch.,Ich werde jetzt auch zur großen Bitch.,,4_9hours.mp4,1,6
"Das hat mich nicht gezoffen.
Das kann mir keiner erzählen.
Das war's für heute.
Bis zum nächsten Mal.
Tschüss.
Junge. Was ist das für eine Range?",Ich habe irgendwie 20% weniger Damage auf mich,,4_9hours.mp4,1,6
I'm down.,I'm almost back.,,4_9hours.mp4,1,5
"Junge, der hittet halt die halbe fucking Arena.
I'm down, hell.
I cannot believe it.",Ne.,,4_9hours.mp4,1,3
"Sollen wir da nochmal durchtauschen?
Will nur jemand anderes?","Ich glaube, Gilly würde gerne nochmal mitspielen.",,4_9hours.mp4,1,2
"Ja, dann kann ich gerne auch nochmal rauswechseln.",Also ich muss noch zwei Runden spielen.,,4_9hours.mp4,1,4
"Ne, ich kann gerne auch nochmal rauswechseln.",Okay.,,4_9hours.mp4,1,2
"Jetzt wird mir traurig, Junge.
Die mogeln immer.",I need to leave.,,4_9hours.mp4,1,7
"Ne, warte, ich mach das Spiel kurz aus einfach.
Ja, Alt F4.
Nein, das fühlt sich respektlos an.",What's done is done.,,4_9hours.mp4,1,2
"Manno, was war das für ein Kack gerade?
Ich war so gut equipped, Alter, und es hat nichts gebracht.
Ja, wir hatten keinen Tank, ich glaube, das war das Problem.","Ich hatte einen Talisman, dass ich nicht so krass angepisiert werde.",,4_9hours.mp4,1,4
Das Überlernprozess.,"Also Executor finde ich aber gar nicht so scheiße, to be honest.",,4_9hours.mp4,1,5
"Ich mag den eigentlich schon gerne, ich spiele gerne mit dem.",Das war cool.,,4_9hours.mp4,1,2
"My character skill is active, I'm not using it.
Okay, recluse time.
40.",Ich hasse es.,,4_9hours.mp4,1,5
Du brauchst einen Guide.,Mhm.,,4_9hours.mp4,1,2
"Du hattest einen Gegner, mit Spells.",Mhm.,,4_9hours.mp4,1,2
"Du brauchst eine secondary.
Und du kriegst wieder FP.
40.",Habe ich nicht mehr für recluse?,,4_9hours.mp4,1,2
Gib aus dem voice chat raus.,Yes.,,4_9hours.mp4,1,2
"Good luck, ich schaue das stream weiter.",Mhm.,,4_9hours.mp4,1,2
Tschüssi.,"Die geben mir Dexterity, plus 3.",,4_9hours.mp4,1,23
I'm in it.,Come inside.,,4_9hours.mp4,1,1
"Well, well, well.
Look who came crawling back.
You, I did.",Actually.,,4_9hours.mp4,1,3
Hi.,Hi.,,4_9hours.mp4,1,1
"Hi.
What's up?",What's up?,,4_9hours.mp4,1,1
"What's up?
It is a phrase I have learned from my travels
A phrase?
I'm a phrase nut.
Can I get an invite please?",I just sent you an invite.,,4_9hours.mp4,1,2
"The band?
I'll be the drummer.
No, I'll be the groupie.",I want to be the drummer.,,4_9hours.mp4,1,2
I'll be the groupie.,Tom is going to sing.,,4_9hours.mp4,1,1
"What the fuck?
Why do you always turn it into a fucking attack on me?
Fucking bitch.
You're supposed to love me.
Yap, yap, yap, yap, yap.","Yap, yap, yap.",,4_9hours.mp4,1,2
"Everything is a personal attack with you.
Attack him.
Get him.
This fucking guy","Okay, Sentient Pest again.",,4_9hours.mp4,1,2
"Always an insult.
Hidden in there somewhere.",Always.,,4_9hours.mp4,1,2
You don't know how to hold your stick?,Yeah.,,4_9hours.mp4,1,2
Maybe you shouldn't be the drummer then.,"I can learn, I promise.",,4_9hours.mp4,1,8
"No, you cannot.
Stop lying to me, you fucking bitch.","Look, shots always fire.",,4_9hours.mp4,1,3
"You started it.
You literally just started it.",You are going into season two right now.,,4_9hours.mp4,1,3
"What do you mean?
Tom started it, didn't he?
Shut the fuck up, you gaslighting son of a bitch.
Never.
I would never do that.
Okay, Lumi, I disassembled your controller and there is a piece of plastic that is broken
off the plastic that is not supposed to be broken off the plastic.
So now the plastic can't connect with the other stuff that's made of plastic.
So just get a new one.",Okay.,,4_9hours.mp4,1,2
"Plastic.
Plastic.",Can you send me the link to yours?,,4_9hours.mp4,1,3
"I can.
What do you have?",Fuck that.,,4_9hours.mp4,1,1
I have a huge piece of plastic cleaver for the plastic.,"Is the piece of plastic still in the chat, you know?",,4_9hours.mp4,1,4
"What are you yapping about now?
She's so glad.",About plastics.,,4_9hours.mp4,1,1
"Yeah, she's...","The plastic piece that broke off, is it still somewhere so we can...",,4_9hours.mp4,1,1
"somewhere we're going straight yes okay why don't we first go to the church
that's literally beneath us where
I will send you the link yes appreciated to my myspace account
damn I myspace can't get deleted are you posting porn no it's just like I was on
myspace when it was like when I was like 10 maybe and then he has a circle
around this is indicator and then you use a secondary give you a feedback
BAM and if you use it three times you get extra damage depending on what
damage you sport but there's magical damage holy damage fire damage lightning
damage best combi that is easily available would be to fire one man okay",I hate this bitch and I will forever hate her,,4_9hours.mp4,1,12
"I don't have a big window for getting it from dead enemies
trash and stretch okay let's take the tree and go to the magic tower","shit tree, let's take the shit tree ",,4_9hours.mp4,1,13
"pain leave me oh I have a very secretive for you press the left menu
button okay you will see where we go in mr. president a second plane has hit the
controller the second controller has the tower mr. president",I have a stone sword key  ,,4_9hours.mp4,1,6
"already I've made it that far
where is CG is you oh it's not so okay so either there's a kid up show it to
flow there's a candle missing up here jump hit the candle you jump to me which
can you not listening this candle wasn't lit you have to hit it once and
then the city through the elevator elevator and then you get a badass",how do I use my other spell I have,,4_9hours.mp4,1,12
"to space on each have you take light attack our one our team Oh stones are
key let's go here reaping reaping let's ever jail it up you're really not",wait I didn't fucking loot did I,,4_9hours.mp4,1,12
"Lubibi, Lugigi",I'm here Luigi,,4_9hours.mp4,1,4
"that would be strange
mm-hmm where would you be down I have bubbles
bubble it up bitch
a lot of damage what are you chewing on bro
nothing fucking what are you chewing on it's not what you think","sorry I have massive boobs and I'm lying on them, how can I be too low?",,4_9hours.mp4,1,15
"don't mind if I do
oh I've got oh you're not doing what I do know you
oh that's a very good stuff or is it",I didn't want to do that ,,4_9hours.mp4,1,13
go go go go go go go oh pickaxe the children they yearn for the mines,we,,4_9hours.mp4,1,23
"experience it are you fucked it too
oh it's a fucking entrance it's a door what the fuck biggest circle ever it",doesn't exist guys it's a fake castle,,4_9hours.mp4,1,8
"bitch
yeah bitch yeah
We're done doing it. We are done doing it. Oh, that's better, but that's... better.
Staffs up here? Staffs? Where's the mosh pit?
They're coming in, Toad. Right behind you.","Uh, coming.",,4_9hours.mp4,1,10
"Prove lightning, reduce health, insert ranged weapons.
All for me.","Ooh, spell of Kikos. Yeah. That's okay.",,4_9hours.mp4,1,4
"Uh, okay, where is the mosh pit? I'm here for the mosh pit.","In front of it, right?",,4_9hours.mp4,1,8
"Yeah.
Time to upgrade my shears.
I'm going to upgrade the...
Okay. Fuck it, I'm upgrading that.","Yeah, I eat them when I actually take them,",,4_9hours.mp4,1,4
"You can eat them while you pick them up, right? Yeah, you know that?
I lost the whole game as well.
Wait, we haven't been to the camp stall. We didn't even camp stall it up in here.
What the frick?
Well, fuck me.
I'm only level 5.
I'm level 6.
Not good.
It ain't.",Still trying to understand what the fuck I'm doing.,,4_9hours.mp4,1,8
"Okay.
Oh, shwang shwee.
Oh, shwang shwee.
That's something.
I'm first. I'm first.",Waste.,,4_9hours.mp4,1,21
"It's a jam.
You might need to fucking mob us, Adam.
You lose your doom so many times.
Oh, this isn't even the boss.","Okay, now I don't have any more mana.",,4_9hours.mp4,1,5
"Wait, I can, if I use mana...","Oh, I can get it back from the boss too? ",,4_9hours.mp4,1,5
"Basically, if you hit with your ability once, you have infinite mana.",With what ability? ,,4_9hours.mp4,1,5
"No, no, no, no.
You should be afflicted by magic right now.","Yep, I got something back.",,4_9hours.mp4,1,4
"Huh?
So fucking tanky.",Just take the fucking mana back.,,4_9hours.mp4,1,8
"After you collected three afflictions, you used your secondary ability, the magic cocktail.
That's what you got.",But then I still don't have mana when I use that.,,4_9hours.mp4,1,3
"No, but after that you can get your mana back.
The light you just summoned was fire, magic and holy.
That gives us more max HP and general buff for like one and a half minutes.
That's why we're all glowing right now.
The thing is, you don't want to pick up holy damage because it turns your ability into buff.
We don't want buffs, we want damage.
We hate buffs actually.
Oh, I'm down.
God damn it.
Fuck. Fuck.
Ja.
Okay, church, two churches.
Tree, then church, then church, then castle.
And we have a stone swap key.
Let's go.",Let's fucking go.,,4_9hours.mp4,1,2
Jujibli.,We're going to summon Fipipi because I always call her Fipipi poopy puppy.,,4_9hours.mp4,1,3
"Is there a jumpy thing?
We shouldn't have jumped out.
Is there a jumpy thing?
There's always a jumpy thing.",Somewhere.,,4_9hours.mp4,1,3
"Wait, where are we going? To blue?",To blue because there's a church.,,4_9hours.mp4,1,2
Why are you fighting?,I wanted to see if I can do some damage.,,4_9hours.mp4,1,3
Shit.,Look at my car.,,4_9hours.mp4,1,30
Look at my balls.,Good old nuts.,,4_9hours.mp4,1,6
"I mean...
We came at the perfect time.
Magic.
Oh, I want that. I do really want that.",Rani's Darkmoon? Gimme.,,4_9hours.mp4,1,4
"I actually also want that.
Not necessarily want that.",There's a dead raider. Gilly gilly gilly gilly gilly.,,4_9hours.mp4,1,3
"Yeah yeah yeah yeah yeah yeah yeah.
I need another...",It's all for you.,,4_9hours.mp4,1,2
Another...,"It's dead raider stuff, yeah.",,4_9hours.mp4,1,2
"Cannot speak.
Doesn't really do much, to be honest.",Sad.,,4_9hours.mp4,1,5
"Yeah.
Gilly, pick this up.
Where are you?",Green ping.,,4_9hours.mp4,1,2
"Going to the green door.
I need another smithing stone.
Another silver somber super duper smithing stone.
Super somber smithing stone.",Same.,,4_9hours.mp4,1,2
"Super size.
Super duper.",Um...,,4_9hours.mp4,1,2
Where?,We should go to the castle.,,4_9hours.mp4,1,2
"I have a key.
I has a key.
I have a key.
Don't think I will be able to get another...
Silver somber super duper super sized mega smithing stone.",My eyes are so dry.,,4_9hours.mp4,1,12
"Blink.
Blink, motherfucker!",Blink check.,,4_9hours.mp4,1,2
Blink check.,Actually...,,4_9hours.mp4,1,2
Blink blink blink blink blink.,"Okay, castle is in the second circle.",,4_9hours.mp4,1,2
"Look at the eyes.
Don't you have an eye thing?
That zooms in on your eyes?
You know what I'm talking about?
I don't know what I'm talking about.
The eye cam?
Yeah, eye cam, that's it.
Oh, I'm lagging so much now.",Yeah.,,4_9hours.mp4,1,12
You too?,"Yeah, I have issues with lags too.",,4_9hours.mp4,1,2
Which...,"Wait, there's a jumpy thing.",,4_9hours.mp4,1,2
Go to the jump.,Wrong direction!,,4_9hours.mp4,1,2
"Nicotine check, please.",Gilly.,,4_9hours.mp4,1,4
Most definitely not.,You do this stupid.,,4_9hours.mp4,1,2
Joking.,Do you?,,4_9hours.mp4,1,2
Not nicotine.,"Yeah, you're not fooling me.",,4_9hours.mp4,1,2
"Why are you putting me on blast like this?
What the fuck?
My guy has been called out.
Shame.","Wait, where are you guys?",,4_9hours.mp4,1,2
"Fuck off, knight.
Eat tombstone.",Maybe I can do this on my own.,,4_9hours.mp4,1,2
"Famous last words.
The zone is already moving.
Fuck.
It's still moving. Nevermind.
Okay, let's go down, down, down.
To the river.
Luna is like, I'm gonna pick that
super squishy character
and then I'm gonna fight everyone on my own.
And then I'm gonna be
tilted because I could die.","And literally, this is the first time I'm alone",,4_9hours.mp4,1,2
"Did you start fighting a boss earlier
on by yourself?",No. ,,4_9hours.mp4,1,2
"Oh, I need this.
I don't need it.
I need this though.
Let me see it.
Alright.",I don't want the fucking cocktail.,,4_9hours.mp4,1,2
"Actually, I think Loony should take this.","Yeah, I'm down.",,4_9hours.mp4,1,2
"There is the weapon I pinged.
Gives you FP back if you hit someone with it.
Take it.
Recluse has S
faith and
S intelligence scaling.
Your faith weapon should be
should be very strong for you.
Did I time it right? No.
Luckily, Toad is here.
Toad will save the day.
Okay, I'm going down
down down by the river.",Can we get in there anymore?,,4_9hours.mp4,1,2
Yes.,Yeah.,,4_9hours.mp4,1,2
"Surely we can.
We do.
Where am I going?","Yeah, there's no one.",,4_9hours.mp4,1,2
"He's up here. I saw him up here.
Oh no, that was Toad.",Don't worry.,,4_9hours.mp4,1,2
"I'm lying to you guys.
I didn't realize my health was so low.
Are you fucking
bloody waiting, retarded?
Idiot.
Thank you.
Oh my goodness.
Let me heal you.
Fuck him up.
I don't want too much.
I'm bread.
Eat that, bitch.",Okay.,,4_9hours.mp4,1,2
"Legendary!
How did the useless
rise from defeated enemy
defeat one time?
That didn't work earlier.
I'm so excited.",But I'm level 10.,,4_9hours.mp4,1,6
"There's a fucking
crucible incest dude up here.","Okay, goodbye.",,4_9hours.mp4,1,8
"He's coming down.
He's going down.
Look at that damage.
Okay, let's go.",I'm level 11.,,4_9hours.mp4,1,2
"Oh, I can level up again as well.
Thank you for reminding me.",Let's kill more crucible knights.,,4_9hours.mp4,1,6
"So.
Could use a few
more levels.
Okay.",Anything else to kill?,,4_9hours.mp4,1,22
"Move, you cunt!",Sorry.,,4_9hours.mp4,1,3
"Wait, are we in the final circle now?
For day two?",Yeah.,,4_9hours.mp4,1,2
"It's just for the fun of the gun.
Gun fun?
Well, I'm stupid for it.
For the fun of the gun.
I never do that.
I never start a fight on my own.",Yeah I thought you were right behind me anyways. You said you want more levels.,,4_9hours.mp4,1,4
"Fuck, that was close.
Aging here.
We can get this camp out there now, we can get this camp out there.
Don't do it Frenzy Flamethrower, don't fucking do it.
You're gonna regret it.
I am warming up in the warmth of the stones.
It's nice and warm here.","Ow, wrong step.",,4_9hours.mp4,1,2
"Get bubbled, bitch!
Okay, there's a stone here if you need it, it's warm.","Oh, it's warm!",,4_9hours.mp4,1,10
"I rubbed my hands together, it's so warm right now.
Ah!",Ow!,,4_9hours.mp4,1,11
"Oh my god.
Yeah, when have you been able to do that before?
It's a draconic one. Always.
Wait, does it do it? Whose ice storm was that?",It's not me. I didn't know that I can do that. It just happened.,,4_9hours.mp4,1,4
"Naturally.
Oh, fuck off, fuck off, fuck off, fuck off, fuck off.
You look angry. Where's the other dude?","Oh, I'm down. The other dude just ran over me.",,4_9hours.mp4,1,3
"Oh, I'm down.","Oh my fucking god. This bitch turns around out of nowhere and is like, you know what? I can spit fire.",,4_9hours.mp4,1,23
"Let's kill the squishy dude.
I hope you die in a fire.",Exactly.,,4_9hours.mp4,1,3
"Oh, he's doing so much damage to me.",I'm never gonna get up. Just kill them.,,4_9hours.mp4,1,2
"He's gonna fuck you.
fucker
Yes.
Who's laughing now, bitch?
Yeah, come on. Yeah.
get fucked
Okay, before, open it up.
Physical damage, mitigation, sure.
Let's clear the troll before we poop it up.
We have to heal.
Huh?
There's a spitting thing here.
No, heal, heal, heal, heal.",I died. I wanted to get Starlight Shards. Oh my god.,,4_9hours.mp4,1,17
"Wait, where are you?
I got him. Over here.",I can't get him. I'm too poopy brained.,,4_9hours.mp4,1,4
We can buy the Starlight Shards.,Yeah.,,4_9hours.mp4,1,2
I'm gonna buy two.,"I can level up, actually.",,4_9hours.mp4,1,4
I'm level 12.,I only need like 12k more to get to level 13.,,4_9hours.mp4,1,2
"We can circle around a bit more, so.
If I didn't die.
Oh, I died as well.
I thought I was healing permanently in the grass.
fuck
Doesn't matter. You can just come back out.
It's literally no penalty.","Okay, there's two, three dudes left.",,4_9hours.mp4,1,5
"Peace, bitch.
I don't need them anymore.
Okay, let's kill everything we can.",I'm gonna go level up again.,,4_9hours.mp4,1,9
I can't. I can't. I still need 20k.,"You bought Starlight Shards, right?",,4_9hours.mp4,1,3
"Yes, which you should do too.",I have no runes.,,4_9hours.mp4,1,3
There's more enemies here.,"Oh, okay.",,4_9hours.mp4,1,2
"I don't know if I get...
I don't know if I'm gonna get the 20k I need, but I sure as hell will try.
Don't forget to heal.",I would never.,,4_9hours.mp4,1,4
"Oh, there's enemies in the walls here.",I only have 3.,,4_9hours.mp4,1,2
"I might be able to.
But I need to dive first.",I'm gonna go and buy the starlight shards.,,4_9hours.mp4,1,1
"Well, I'm almost there.
Actually, I only need 6 to pay more.
Okay.
I will take...
I need 5 more minutes, but then I'm ready to go.
There's no grace here though, right?
Yeah, this is what Grace said.
The first camp we just clear the insult.
I'm just going to suicide.
In the...
Ah.
Yeah.
True.",Hi.,,4_9hours.mp4,1,1
"Speed it up.
Hi.
Go speedy.
Don't heal me.
Let me die.
I'm gonna go...
Clear green ping.
Hi.",Hi.,,4_9hours.mp4,1,1
How you doing?,How are you?,,4_9hours.mp4,1,2
"Good.
Good, good, good.
Ta-da!
You can come with me if you want to.",I am checking my emotes.,,4_9hours.mp4,1,2
"GB emotin'.
Doing the popcorn.","Okay, that one is really fucking cute.",,4_9hours.mp4,1,1
At your service.,By my sword.,,4_9hours.mp4,1,3
My lady.,Point downwards.,,4_9hours.mp4,1,3
"I am pretty.
Look how pretty I am.
Look at my dress.
Woohoo.",How do you do that?,,4_9hours.mp4,1,1
That one?,"Yeah, what is it?",,4_9hours.mp4,1,1
"I think I...
I think I bought it.",God damn it.,,4_9hours.mp4,1,2
"I bought some.
I mean, if you were to get over here...",I'm gonna run to Tom.,,4_9hours.mp4,1,2
"I'm gonna die now, but...
If we do it in, like, two or three runs.
Oh, wait, no.
I'm gonna go to Grace first.
Get some more health.
Fill up.","Ah, but we have to climb up there.",,4_9hours.mp4,1,14
"Wait, I'm gonna watch your stream and see where to go.
So then I can...
Okay, I cleared all the adds.
Almost all the adds.","Yeah, no.",,4_9hours.mp4,1,8
"But then if you get over here...
I'm gonna die.
But then if you die there, how are you gonna get your runes?
Oh, go back.",You just go back there.,,4_9hours.mp4,1,1
"Just run back.
Okay, follow me, Kim.","Yeah, we have to go together.",,4_9hours.mp4,1,1
"Okay.
I have five seconds.
One.
Two.
Three.
Oh, you're lucky.
You're so lucky.
Go, go, go!
Usually I don't allow this on my stream,
but today I'm making an exception for you.
And...
I'm healing.",None of it is picking up.,,4_9hours.mp4,1,4
"You're so stupid.
You're so stupid.
I know.
Fuck.
Thank you.
Sorry.
Here, get me!
I did, I did, I did.
That was fucking close, bro.
I've got to maximise it now.
I'm behind already.
Easy.
Is that it?
No, there's two more.
But once we kill them, there is a...
We can just heal here with the Grace.
Okay.
We're going straight?
Yeah.
Oh, loco!",I have no more flasks.,,4_9hours.mp4,1,3
The second one is on me.,I have no more flasks.,,4_9hours.mp4,1,2
"I'm dead, I'm dead, I'm dead, I'm dead, I'm dead.
Where is he?","In your face, Gilly",,4_9hours.mp4,1,1
"I'm getting him!
Hit me!
Oh no, I've got to heal.
Well...","But we cannot drop more than one level, right?",,4_9hours.mp4,1,1
No.,"Yeah, perfect.",,4_9hours.mp4,1,1
"It either was a really good idea or I just lost 160k runes.
That's a lot of runes.",I'm still level 12.,,4_9hours.mp4,1,1
