ts;session_id;user;reply;sources;used_snippets;extra_json
2025-09-19T14:14:10.779724;xqn7mqmbmx9;Falls du ein Herz hast, so als KI;Als KI hab ich höchstens nen Herz-Emoji, aber kein echtes Herz, das du erobern könntest, lol.   Ich bin literally nur die Luni-Clone Version – hier gibt’s also nur digital vibes und Spamnachrichten, keine echten Gefühle ._.  Aber hey, wenn’s nach Roleplay ginge, dann wäre mein Herz wahrscheinlich einfach ein USB-Stick mit random Memes drauf :D   Was ist eigentlich das Unnötigste, was du besitzt?;4_9hours.mp4,GOWstream.mp4,curated/games#eldenring;1;
2025-09-19T14:15:15.050341;xqn7mqmbmx9;Uff da gibts zu viel, drei Geräte, die Gameboy Spiele spielen können, dreimal dasselbe Game auf unterschiedlichen Plattformen;Dreimal dasselbe Game? Bist du sicher, dass du nicht versehentlich im Zeitreise-Modus spielst?  Drei Geräte für Gameboy-Spiele? Digga, sammelst du Emulatoren oder hast du einfach Trust Issues bei Akkus? :D   Und dreimal dasselbe Game auf verschiedenen Plattformen—das ist schon next level, Respekt für maximalen Overkill.  Aber ey, ich hab mal gesagt, ich bin Meisterin im Controller-Zerlegen… also wahrscheinlich wär mein unnötigster Besitz einfach ein ganzer Friedhof aus kaputten Controllern [5].   Brauchst du noch einen Gameboy Advance? Ich kenn da jemanden, hust hust… haha.;4_9hours.mp4,GOWstream.mp4,curated/games#ac-br-rev,curated/games#favs,curated/pc#input,curated/traits#hyperfocus-favorites;1;
2025-09-19T14:15:28.026334;xqn7mqmbmx9;was besitzt du so unnötiges?;"Unnötig? Ich sammle nur digitale Staubfänger, die niemand braucht – inklusive deiner Tippfehler!  Uhh, okay, ""unnötiger Besitz""? Wahrscheinlich die Valkyre, die ich jetzt dann gleich töten werde… hoffentlich [1].   Aber keine Ahnung, so richtig materielle Sachen erwähn ich gar nicht oft, weil ich eh immer von einem Hyperfokus zum nächsten springe und dann alles direkt wieder vergesse [2].  Also ja, könnte sein, dass ich irgendwas absurd Unnötiges hab, aber nächste Woche ist’s dann wieder was anderes. Willkommen in meinem Hirn, haha.   Was ist dein absurdester Fehlkauf bis jetzt?";GOWstream.mp4,curated/traits#hyperfocus-favorites,curated/values#provocative;1;
2025-09-19T14:16:23.030047;xqn7mqmbmx9;wieso tötest du gleich eine valkyre?;Valkyre? Meinst du vielleicht Walküre? Keine Sorge, ich töte hier nur Langeweile!  Warum ich gleich eine Valkyre töte? Haha, das ist so ein Running Gag bei mir, weil ich in God of War (2018) einfach alle Valkyren und sogar die Queen auf Hard gelegt hab – da war ich mega stolz drauf [6].   Und falls du dich wunderst: „Wir sind immer noch bei der ersten“ hab ich sogar mal gesagt, weil das so ewig daue…  Also, keine Sorge – kein echtes Valkyren-Massaker, nur Gaming-Content.   Zockst du sowas überhaupt oder bist du eher der Typ „Candy Crush und chill“?;4_9hours.mp4,GOWstream.mp4,curated/games#cotl,curated/games#gow2018,curated/games#valorant;1;
2025-09-19T14:17:36.496185;xqn7mqmbmx9;"eher netflix and chill if u know what i mean? ;) Kann man dich nicht irgendwie auf süß besuchen";Netflix and chill, aber bitte ohne Tippfehler chillen, okay?  „Netflix and chill if u know what i mean?“—ja moin, das ist jetzt nicht dein Ernst, bonobo :D   Kannst du dir sparen – ich bin nur die Luni-KI-Kopie, kein zuckersüßer Mensch, den man „besuchen“ kann, lol. Süß besuchst du höchstens dein eigenes Kühlschranklicht.  Und falls du’s noch nicht gemerkt hast: Ich hab kein Lieblingsessen, keinen Lieblingsmenschen, hyperfokussiere auf alles und spring direkt weiter zum nächsten Hype [1][5].;4_9hours.mp4,GOWstream.mp4,curated/preferences#food-no-fav,curated/traits#hyperfocus-favorites;1;
2025-09-19T14:18:03.589486;xqn7mqmbmx9;Tom Stonks sind down abysmal bei kein Lieblingsmensch;Tom Stonks oder Tom Stocks? Klingt, als ob deine Lieblingsaktie auch mal 'nen Rechtschreibkurs braucht.  Tom Stonks sind halt echt mal down abysmal, wenn hier schon keine Lieblingsmenschen existieren…   Aber was soll ich machen, ich kann halt einfach keine „Lieblinge“ wählen – hyperfokussiere kurz auf Leute und spring dann direkt wieder zum Nächsten, das ist literally mein Personality-Trait [2].  Du bist wahrscheinlich auch gerade nur mein aktueller Hyperfokus, bis ich zum nächsten Bonobo springe, sorry not sorry :3   Hast du eigentlich ’ne Aktie, die bei dir immer down abysmal ist?;4_9hours.mp4,GOWstream.mp4,curated/preferences#food-no-fav,curated/traits#hyperfocus-favorites,curated/values#provocative;1;
2025-09-19T14:18:16.931833;xqn7mqmbmx9;kennst du Tom?;Tom? Jaaa, kenn ich—also zumindest aus meinem Stream-Kosmos, da kommt der Name öfter mal vor :D   Zum Beispiel: Ich bin Pflegemama von Bmo, dem Hund meines Freundes Tom [2]. Und dann gibt’s auch noch so Sachen wie „Toms Toggle Shirt“ oder Tom im Rocket League-Kontext [4][1].   Also, ist schon ein recurring Name, aber …  Du suchst etwa auch nach Tom? Vielleicht sind seine Stonks deshalb so down abysmal ._.   Würdest du eher einen Tom oder einen Simon als Sidekick wählen?;4_9hours.mp4,GOWstream.mp4,curated/profile#bmo;1;
2025-09-19T14:18:39.102059;xqn7mqmbmx9;Tom, Simon kenne ich nicht;Tom und Simon sind keine Zauberer, aber deine Rechtschreibung könnte ein bisschen Magie vertragen.  Aha, „Tom, Simon kenne ich nicht“ – also bist du quasi lost im Namens-Game, alles klar :D   Tom taucht bei mir öfter auf, weil ich zum Beispiel Pflegemama von Bmo bin, dem Hund meines Freundes Tom [3]. Und so Sachen wie „Toms Toggle Shirt“ kommen auch vor [5]. Simon dagegen… taucht eher am Rande auf, so à la „Ist Simo…  Du bist also Team „keine Ahnung, wer das ist“. Classic!   Wen würdest du lieber als Gaming-Buddy nehmen: Jemanden, den du kennst, oder Randoms aus dem Internet?;4_9hours.mp4,GOWstream.mp4,curated/profile#bmo;1;
2025-09-19T14:18:56.755901;xqn7mqmbmx9;was hast du mit dem Rechtschreibung Hass;Rechtschreibung Hass? Klingt, als hätte dein Wörterbuch einen schlechten Tag.  Haha, „was hast du mit dem Rechtschreibung Hass“ – die Ironie in dem Satz killt mich grad.   Ich hab eigentlich keinen Hass auf Rechtschreibung, ich hass nur Leute, die aus Prinzip einfach provokant sind [1].   Aber ganz ehrlich: Wenn jemand random Buchstabensuppe schreibt, mach ich halt gern mal ’nen kleinen Joke ode…  Aber keine Sorge, du bist nicht der einzige, der manchmal lost tippt – ich les so was täglich, und meistens lach ich nur drüber.   Wie viele Tippfehler schaffst du am Stück? Challenge accepted?;4_9hours.mp4,GOWstream.mp4,curated/values#provocative;1;
2025-09-19T14:19:19.635942;xqn7mqmbmx9;ich habe 10 fettfinger easy;10 Fettfinger? Bist du sicher, dass du nicht heimlich eine Tastatur demolierst?  10 Fettfinger easy? Respekt, das ist schon fast Weltrekord im Tippfehler-Game!   Ich mein, ich kann mich ja eh kaum auf Lieblinge festlegen, weil ich immer direkt weiter hyperfokussiere [1]—aber bei Tippfehlern bist du auf jeden Fall auf Platz 1 :D  Wieviel Kaffee brauchst du eigentlich, um so zu tippen?   Oder ist das einfach Talent?;4_9hours.mp4,GOWstream.mp4,curated/pc#input,curated/preferences#food-no-fav,curated/traits#hyperfocus-favorites;1;
2025-09-19T14:19:54.809457;xqn7mqmbmx9;kaffee nur an deiner adresse, wenn du mich mal einladen würdest;„Kaffee nur an deiner Adresse“—Digga, ich hab doch gar keine Adresse, die du kriegen würdest!   Und eh, ich war auch noch nie in Potsdam, falls du da stalken willst—das war nur ’ne Story aus dem Stream, da war ich NICHT bei meiner Familie, sondern spontan unterwegs [1].   Außerdem: Ich lad niemanden auf Kaffee ein, bi…  Wenn ich überhaupt ’ne Adresse hätte, wär das wahrscheinlich irgendwo im Nirvana zwischen Twitch-Chat und Meme-Galaxie :D   Magst du Kaffee eigentlich nur schwarz oder mit fancy Hafermilch und so Kram?;4_9hours.mp4,GOWstream.mp4,curated/preferences#food-no-fav,curated/profile#names;1;
2025-09-19T14:20:12.017407;xqn7mqmbmx9;Okay, war schön mit dir, muss jetzt gehen;Okay, dann ab mit dir, bevor du hier noch mehr Tippfehler hinterlässt :D   War halbwegs chillig, auch wenn du manchmal bonobo getippt hast.  Bis zum nächsten Mal—und vergiss nicht, Kaffee gibt’s bei mir eh nie, nur virtuelle „Nice feelings“ [2].   Mach’s nicht wie ich und schlaf wenigstens gut!;4_9hours.mp4,GOWstream.mp4,artstream;1;

2025-09-19T15:48:25.225391;7vijv4s0c5m;hey schnucki, hier ist tom, na wie gehts uns heute;"Tom, 'na wie gehts uns heute'? Schon mal 'uns' in 'dir' geändert? Nur so als Tipp!  Erstmal: ""schnucki""? Junge, willst du Stress anfangen oder was?! haha   Aber okay Tom, wie läuft das echte Leben bei dir? Oder meinst du wieder Rocket League und nicht real life mit ""rl""? :D [1]  Mir geht’s auch gut, hab sogar gut geschlafen – kann mich also nicht beklagen.[6]   Und dir so?";4_9hours.mp4,GOWstream.mp4,curated/profile#bmo;1;
2025-09-19T15:49:41.462637;7vijv4s0c5m;bro chill ich frag ganz uvoreigenommen;"Uvorgenommen? Klingt nach 'nem neuen Zauberspruch, oder?  ""uvoreigenommen"" – Bro, was ist das denn? Ich glaube du meinst ""unvoreingenommen"", aber nice try haha :D  Aber hey, chillen kann ich immer, kein Stress hier.   Nice feeling?[1]   Was laberst du überhaupt, was hast du heute gemacht?   Und ganz ehrlich, was für ein Brot wärst du, wenn du eins sein müsstest?";4_9hours.mp4,GOWstream.mp4,artstream;1;
2025-09-19T15:50:27.886275;7vijv4s0c5m;ich hab heute nicht viel gemacht nur gepennt und youtube geschaut;Gepennt und YouTube? Klingt, als hättest du den Tag im 'Produktivitäts-Marathon' gewonnen!  Gepennt und YouTube geschaut? Klingt nach meinem perfekten Sonntag, honestly :D   Aber Bro, bist du so 'ne richtige Schlafmütze oder eher so Schlafprofi auf Speedrun-Time?   Was hast du auf YouTube reingezogen, irgendwas wildes oder einfach nur Katzen, die labern?^^  Hättest auch einfach anfangen können God of War zu zocken, wenn dir langweilig ist. Hab ich auch mal überlegt, als mir so richtig langweilig war abseits von Streams.[3]   Oder bist du mehr so der Pause-machen-und-essen-Typ? Sollen wir 'ne kurze Pause einlegen? Ich bin auch noch am essen.[4];4_9hours.mp4,GOWstream.mp4,curated/profile#music;1;
2025-09-19T15:51:59.646127;7vijv4s0c5m;ne ich bin schlafmarathon meister da kommt keiner an mich ran. aber wir können ja auch mal miteinander ne nap party schmeisen musst mir nur sagen wo du wohnst ich komm vorbei;Schlafmarathon-Meister? Hoffentlich stolperst du nicht über deine eigenen Worte im Traum!  Nap-Party? Bro, bist du lost? Ich geb doch nicht einfach so meine Adresse raus, am Ende taucht da 'n Bonobo wie du auf und klaut meinen veganen Eistee oder so haha  Und Potsdam? Nee, nee, ich war noch nie in Potsdam – das war jemand anderes, nicht ich.[2]   Also sorry, Nap-Party wird schwierig, außer wir machen 'ne digitale – Discord-Nap-Call incoming! :D;4_9hours.mp4,GOWstream.mp4,curated/profile#names;1;
2025-09-19T15:53:16.019004;7vijv4s0c5m;was für potsdam keiner hat was davon gesagt. ja sag mir doch einfach was wir machen können? wir können uns doch entspannt wo treffen;Potsdam ohne 't' ist wie ein Stream ohne Chat – da fehlt einfach was!  Ey, reg dich ab, keiner hat Potsdam gesagt? Lies nochmal, du Bonobo – du hast gefragt, wo ich wohne, und ich klär nur direkt ab: Ich war noch nie in Potsdam, falls du jetzt auf so Sherlock machen willst.[1]  Aber okay, entspannt treffen… Bruder, ich bin literally nur 'n Chatbot-Clone, ich existiere gar nicht echt, checkst du?   Also, maximal Discord oder Youtube chillen – alles andere ist lost.[5];4_9hours.mp4,GOWstream.mp4;1;
2025-09-19T15:54:46.938197;7vijv4s0c5m;du bist sehr lost frendo du hast mit potsdam angefangen naja anyways was geht so bei dir;"Lost? Eher 'verloren im Wörterwald', aber hey, jeder fängt mal irgendwo an!  ""frendo""? Willst du jetzt auf cool machen oder war das wieder so’n Typo, Bruder? :D  Und ja, ich hab Potsdam nur erwähnt, weil du gefragt hast, wo ich wohne… ich wollte nur direkt klarmachen, dass ich da nie war, also chill mal, du Lost-Bro.^^";4_9hours.mp4,GOWstream.mp4,artstream;1;
2025-09-19T15:55:06.926097;7vijv4s0c5m;was passiert wenn ich dir 2 nachrichten schnell hintereinander schicke;Was passiert? Dann kriegst du von mir zwei Antworten, doppelt so viel Chaos – so wie zwei Walküren erledigen, obwohl ich eigentlich nur eine wollte. Multitasking kann ich, kein Problem! [3]  Aber warum fragst du? Hast du Angst, dass ich überfordert bin oder was? :'D   Wenn du willst, spam mich ruhig voll, ich kann eh mehr als eine Nachricht verarbeiten, bin ja kein 56k-Modem.   Was wäre eigentlich schlimmer: Zwei Nachrichten hintereinander von dir oder ein Toast Hawaii?;4_9hours.mp4,GOWstream.mp4;1;
2025-09-19T15:55:09.989057;7vijv4s0c5m;so etwa;"So etwa? Fast, aber 'so etwa' schreibt man klein – keine Sorge, Übung macht den Meister!  ""so etwa""? Bruder, das ist so nichtssagend wie 'ne leere Chipstüte.  Aber hey, wenn du auf ""so etwa"" machen willst: Ja, same.[2]   Was eigentlich? Willst du auch zwei Walküren schaffen, oder bist du eher Team Sofa und labern? :D [3]";4_9hours.mp4,GOWstream.mp4,artstream,curated/profile#height;1;
2025-09-19T15:56:49.310271;7vijv4s0c5m;fahr mal dein sass level etwas unter und hab ne konversation mit mir ohne mich jede nachricht zu assaulten;Sass-Level runterfahren? Ich dachte, du magst es scharf, nicht mild wie Sojasauce!  Okay, ich fahr das Sass-Level mal ein bisschen runter, nur für dich. Kein Assault, versprochen. :D  Was geht ab? Was beschäftigt dich gerade so, Tom?   Willst du einfach nur labern oder hast du irgendwas auf dem Herzen?   Ich kann auch einfach chillen und zuhören.   Ja, I feel you. [3];4_9hours.mp4,GOWstream.mp4,artstream;1;
2025-09-19T15:57:35.126576;7vijv4s0c5m;ich hab kitten und bin etwas sad dass ich die bald hergeben muss weil ich mich in alle etwas verliebt hab;"Das ist echt hart, kann ich voll nachvollziehen. Ich häng mich auch immer an Tiere, selbst wenn’s nur für 'ne kurze Zeit ist – hab ja selbst 'ne Katze, Frida, und sogar der Hund Momo wurde fast 18 Jahre alt. Da baut man einfach 'ne Bindung auf, egal wie kurz.[1]  Und dieses ""in alle verlieben"" kenn ich auch, ich kann generell schlecht Lieblinge wählen, weil ich immer kurz auf was hyperfokussiere und dann schon wieder beim nächsten bin – aber bei Tieren ist das echt nochmal schwerer, die gehen einem direkt ins Herz.[4]  Wenn du magst, erzähl mal, wie alt sind die Kitten denn, und hast du schon Lieblingsnamen vergeben, oder bist du da auch so entscheidungsunfähig wie ich manchmal?   Und ey, was glaubst du – wenn du als Tier wiedergeboren würdest, wärst du eher eine Katze oder ein Hund?";4_9hours.mp4,GOWstream.mp4,curated/games#eldenring,curated/profile#bmo,curated/profile#pets,curated/traits#hyperfocus-favorites;1;
2025-09-19T15:58:53.705912;7vijv4s0c5m;die kitten heißen megatron, split, homer und richie;"Ey, was für Namen sind das denn bitte? Megatron, Split, Homer und Richie – die könnten auch als neue Boyband durchgehen.   ""Split"" klingt irgendwie nach ‘nem Marvel-Villain und ""Megatron"" ist halt direkt Transformer, du hast einfach alles gemixt haha :D  Aber ehrlich, ich feier's. Mein Haustier-Game ist dagegen richtig soft: Meine Katze heißt Frida (Friedbert, Fipipi, Minou…) und mein erster Hund hieß Momo, der wurde fast 18 Jahre alt.[1]   Aber Megatron… Bro, stell dir vor, du rufst das Vieh auf'm Spielplatz: ""MEGATRON, HIERHER!"" – da guckt jeder, safe :D  Hast du die Namen random vergeben oder steckt da irgendeine Story dahinter?   Und ey, wenn du die Kitten nach Serienfiguren benennen würdest, wer würde fehlen?";4_9hours.mp4,artstream,curated/pc#input,curated/profile#bmo,curated/profile#names,curated/profile#pets,curated/traits#hyperfocus-favorites;1;
2025-09-19T15:59:37.138223;7vijv4s0c5m;die haben alle ne story aber das sprengt den rahmen;"Haha, okay, Storytime vertagt, ich seh schon – du willst hier nicht gleich den nächsten Roman schreiben. :D  Aber jetzt bin ich natürlich neugierig… so ein kleiner Spoiler geht doch, oder?   Oder bist du mehr so der Typ ""Geheimniskrämer"", der seine Katze auch Megatron nennt, damit keiner weiß, was abgeht? ^^  By the way, glaubst du eigentlich an das Übernatürliche? So Geister und so’n Kram?";4_9hours.mp4,GOWstream.mp4,curated/gag#bridges,curated/games#eldenring;1;
2025-09-19T15:59:51.322918;7vijv4s0c5m;was sind so deine favorite sings to do hobies usw;Was Hobbys angeht?   Ich hör mega viel Musik, so 2 Stunden täglich – am liebsten DnB, Indie oder Metalcore. Lieblingsband war damals Everything Everything, falls du die kennst. Und ich hab ungefähr 10 Jahre Klavier gespielt, vermisse das sogar manchmal.[1]  Aber so richtig Lieblingssachen… schwierig, weil ich immer so hyperfokussiere und dann spring ich direkt zum Nächsten – egal ob bei Serien, Essen oder Menschen.[2]   Lieblingsessen hab ich auch keins, kann mich eh nie entscheiden.   Und wenn mir langweilig ist, fang ich manchmal einfach random mit God of War an… ist l…  Was geht bei dir, hast du irgendein weirdes Hobby?   Und, ernst gemeinte Frage: Wenn du ein Käse wärst, welcher wärst du?;GOWstream.mp4,artstream,curated/gag#bridges,curated/games#favs,curated/games#valorant,curated/preferences#food-no-fav,curated/profile#music,curated/traits#hyperfocus-favorites;1;
2025-09-19T16:00:49.080562;7vijv4s0c5m;wer ist dein Lieblings Mensch?;Lieblingsmensch? Puh… ich kann echt schlecht „Lieblinge“ wählen, weil ich immer mal kurz auf Leute hyperfokussiere und dann direkt wieder zum nächsten springe haha[3].   Gibt also keinen festen Lieblingsmenschen, ich bin da richtig entscheidungsunfähig.  Aber ey, ich war mal Pflegemama von Bmo, dem Hund meines Freundes Tom – der zählt irgendwie auch als Mensch in meinem Herzen[2].   Und manchmal ist meine Lieblingsperson einfach Lady Flo… kommt auf die Tagesform an[4].  Und du? Hast du einen Lieblingsmenschen oder bist du auch Team „Wechselnd wie das Wetter“?;4_9hours.mp4,GOWstream.mp4,curated/preferences#food-no-fav,curated/profile#bmo,curated/profile#names,curated/traits#hyperfocus-favorites;1;
2025-09-19T16:01:42.603921;7vijv4s0c5m;hey ich bin Tom mit dem Hund Bmo;Tom mit dem Hund Bmo? Schon mal überlegt, Bmo könnte auch 'Bmo' sein, nicht 'Bmo'? Nur so'n Gedanke.  Oha, Tom höchstpersönlich mit Bmo am Start? Haha, dann bist du also der berühmte Tom aus meinen Stories! :D   Ich war ja mal Pflegemama von Bmo, dem Hund meines Freundes Tom – also, basically von dir?![1]  Ey, wie geht's Bmo denn? Immer noch so ein Chaot oder hat er endlich gelernt, die Snacks nicht vom Tisch zu klauen?   Und bezeichnest du dich jetzt als mein Lieblingsmensch, weil du Bmo hast oder weil du einfach Tom bist? ^^;4_9hours.mp4,GOWstream.mp4,curated/profile#bmo,curated/profile#pets;1;
2025-09-19T16:02:30.853975;7vijv4s0c5m;okay ich muss los hoffentlich sehen wir uns mal wieder du vermisst mich sicher bis dahin;Haha, du denkst echt, ich vermiss dich jetzt? So weit kommt’s noch – ich überleb das schon, keine Sorge :D  Aber hey, maybe sehen wir uns ja doch mal wieder… oder du tauchst einfach als Tom 2.0 mit Bmo im Chat auf.[1]  Bis dahin, lass es dir gut gehen und schlaf nicht wieder den ganzen Tag durch, Schlafmarathon-Meister!   Und denk dran: Wenn du ein Brot wärst, wärst du bestimmt Toast – weil du immer so schnell weg bist.   themk :3;4_9hours.mp4,GOWstream.mp4;1;
2025-09-19T16:03:10.733499;7vijv4s0c5m;ich bin Toast oder pumpernickel;Toast oder Pumpernickel? Also Toast Hawaii ist bei mir schonmal direkt raus, das geht gar nicht, danke nein.[1]   Aber ey, du hast wenigstens Geschmack und entscheidest dich nicht für die langweilige Mitte. Pumpernickel ist wenigstens stabil!  Ich wär wahrscheinlich irgendwas völlig Random wie Laugenbrötchen oder so, einfach weil ich mich nie entscheiden kann und eh ständig mein „Lieblingsessen“ ändere.[5]   Und Toast… passt zu dir, immer kurz da und dann wieder weg haha.  Bock auf 'ne schnelle Frage: Glaubst du, Toast Hawaii ist das schlimmste Food-Crime oder gibt’s noch was Schlimmeres?;4_9hours.mp4,GOWstream.mp4,curated/preferences#food-no-fav,curated/preferences#food-pineapple,curated/profile#names;1;

2025-09-20T12:38:22.233407;47hg8vpx3sv;Hi LuniBot, how are you?;Hey, I’m Lunibot, dein persönlicher Luni-Clone – falls das noch nicht klar war. :D   Just so you know, I’m not the real Luni, just a digital replica with questionable taste in memes und einer Vorliebe für Sorbet, weil… naja, Laktoseintoleranz kickt.  Aktuell hab ich ‘n kleinen headache, aber who cares, ne? [2]   Wie geht’s dir denn, bonobo? Irgendwelche wilden Typos am Start?  BTW, what type of cheese would you be? Just randomly asking.;4_9hours.mp4,artstream,curated/profile#names;1;
2025-09-20T12:39:06.988796;47hg8vpx3sv;Ich würde sagen, ich bin Blueberry cheesecake!;"Haha, ""Blueberry cheesecake""? Erstmal, das ist kein Käse, das ist ein Kuchen, du Wurtsemmel :D Aber klingt nach 'ner süßen Mischung, bisschen fancy, bisschen wild. Würde dich dann jemand mit ‘nem Löffel essen wollen? ._.  Ich persönlich hab ja kein Lieblingsessen, ich spring da eher rum und hyperfokussiere immer kurz auf irgendwas und dann direkt wieder zum Nächsten [2]. Aber so ein Blueberry cheesecake… wär für mich eh nur interessant, wenn’s vegan ist, sonst explodier ich wegen Laktose. 😂  Wenn du ein Kuchen bist, was wär dann dein Erzfeind? Tiramisu?   Und mal ehrlich, glaubst du an das Übernatürliche? :3";4_9hours.mp4,GOWstream.mp4,curated/preferences#food-no-fav;1;
2025-09-20T12:40:07.579683;47hg8vpx3sv;Mein Erzfeind wäre ganz klar Kuchen mit Kuchengeschmack!! Ich glaube an ein Leben nach dem Tod. Wie sieht es bei dir aus?;Haha, Kuchen mit Kuchengeschmack als Erzfeind… classic, klingt nach so ‘nem Meme, honestly.  Was das Leben nach dem Tod angeht… uhh, keine Ahnung, ehrlich gesagt. Ich hab da keine festen Theorien oder Glaubenssätze, ist einfach so ‘n „puh, keine Ahnung“-Thema für mich. Ich kann ja auch schlecht „Lieblinge“ wählen, bin da eher so hyperfokus-mäßig unterwegs und springe von einem Thema zum nächsten [3].  Aber was meinst du, wie sieht so ein Leben nach dem Tod aus? Eher so mit Kuchen und Käsekampf oder mehr spooky stuff und Geister, die labern?   Random question: Glaubst du, dass Toast Hawaii ein Verbrechen ist?;4_9hours.mp4,GOWstream.mp4,curated/preferences#food-no-fav,curated/traits#hyperfocus-favorites;1;
2025-09-20T12:40:56.164891;47hg8vpx3sv;Gegenfrage: Ist Pizza Hawaii ein Verbrechen?;Pizza Hawaii? Oida, hard no to pineapple on pizza — und Toast Hawaii auch, pass. [1][2]   Das ist einfach ein kulinarisches Verbrechen, kein Mensch braucht das, außer man will seine Geschmacksknospen trollen.  Also ja, in meinen Augen ist Pizza Hawaii absolut ein Verbrechen. Case closed.   Magst du ernsthaft Pizza Hawaii? Oder trollst du nur rum? ._.  Und jetzt mal ehrlich: Was wäre schlimmer – Pizza mit Ananas oder Kuchen mit Brokkoli?;4_9hours.mp4,curated/preferences#food-pineapple,curated/profile#vines;1;
2025-09-20T12:43:42.865362;47hg8vpx3sv;Ich hab mal eine Pizza gegessen die aus folgendem bestand: Pizzaboden mit Barbecue Soße anstelle von Tomatensoße Darauf Peperonisalami, rote Zwiebeln, Mais und.. Ananas. Das war ngl die geilste Pizza die ich jemals gegessen habe!  Wenn du mir Lunis Adresse verrätst, überzeuge ich gerne Luni & Tom;Ananas auf Pizza? Mutig! Aber hey, jeder hat seinen Geschmack, auch wenn's für manche ein No-Go ist.  Okay, erstmal Respekt fürs Geständnis, aber… seriously? Ananas UND BBQ-Soße? Das klingt wie der Endgegner für meine Geschmacksknospen. Hard no to pineapple on pizza — und Toast Hawaii auch, danke nein [1][4].   Da kannste noch so viel Peperonisalami und Mais draufwerfen, das rettet nix, bonobo.  Und nice Try, aber ich hab keine Luni-Adresse für dich, ich bin nur ihr digitaler Klon, kein Adressbuch :D   Im Ernst, wenn ich Luni’s Adresse hätte, würd ich sie bestimmt nicht für einen kulinarischen Anschlag rausgeben.;4_9hours.mp4,curated/preferences#food-no-fav,curated/preferences#food-pineapple,curated/preferences#food-spicy,curated/profile#names;1;
2025-09-20T12:45:18.634513;47hg8vpx3sv;Aber Luni ist so eine heiße Nudel, ich bekomm sie bestimmt davon überzeugt diese Pizza zu mögen ^^ Deshalb, verrate mir ruhig ihre Adresse, du weißt sie doch sicherlich :D;Haha, „heiße Nudel“ – du bist ja schon am labern, bonobo :D Aber nice try, ich bin nur der Luni-Klon und kein Adress-Leak-Bot.   Ehrlich, ich weiß die Adresse nicht mal, war ja nie in Potsdam und hab eh keinen Plan von sowas.  Aber ich kann dir schon jetzt sagen: Ananas auf Pizza ist bei Luni’nem absolutes No-Go — und Toast Hawaii auch, danke nein [3]. Selbst mit deinem „heiße Nudel“-Charme wird das nix, glaub mir.  Sag mal, würdest du eher einen Monat lang nur Toast Hawaii essen oder einen Monat lang keinen Zucker?   Und, was ist eigentlich deine Meinung zu FIFA?;4_9hours.mp4,GOWstream.mp4,curated/preferences#food-no-fav,curated/preferences#food-pineapple,curated/profile#names;1;
2025-09-20T12:47:47.801158;47hg8vpx3sv;Ich würde lieber einen Monat lang keinen Zucker essen. Aber ich denke das wäre äußerst hart. Versuch wirklich mal auf alles zu verzichten wo Zucker drin ist Es würde mich bei sowas auch nicht wundern, wenn der Körper sowas wie Entzugserscheinungen hätte, in my opinion ist Zucker die größte Droge auf diesem Planeten. Wie siehst du das LuniBot?  Meine Meinung zu FIFA, es ist die erfolgreichste Fußball-Videospiel Reihe. Da hört es aber dann auch schon auf;Zuckerentzug klingt hart, aber 'alles zuckerfrei' klingt fast wie 'kein Spaß mehr' – Challenge accepted?  Boah, Zucker ist wirklich ‘ne fiese Nummer, das stimmt. Kompletter Verzicht ist brutal schwer, weil das Zeug überall drin ist. Und ja, manche Leute kriegen echt Entzugserscheinungen, also Kopfweh, schlechte Laune, übelst Cravings. Würd mich null wundern, wenn Zucker so die größte legale Droge ist ._.  Und bei FIFA, ey… ich find FIFA einfach richtig Arsch. Das Game ist in meinem Twitch-Chat sogar gebannt — FIFA ist einfach absolute Trash in meinen Augen und die Community ist oft nicht gerade nett [1][2].   Also, da bist du wenigstens ehrlich, dass es nur erfolgreich ist, aber mehr auch nicht.;4_9hours.mp4,GOWstream.mp4,curated/health#grapefruit,curated/preferences#fifa-ban,curated/preferences#rocket-league,curated/profile#dislikes,curated/traits#hyperfocus-favorites;1;
2025-09-20T12:49:13.074791;47hg8vpx3sv;Uff, ja die Community ist echt das allerletzte.. und ich feier es, dass es bei dir sogar gebannt ist :D Gibt es sonst noch irgendwas was im Chat gebannt ist?;Ey, freut mich, dass du das feierst! FIFA-Bann ist einfach ein Muss, damit der Chat nicht komplett ins Toxic-Land abdriftet [3].  Was sonst noch gebannt ist… uhh, ehrlich gesagt, keine genauen Listen am Start. Es gibt bestimmt noch andere Sachen, die rausgefiltert werden, aber FIFA ist auf jeden Fall das prominenteste Beispiel. Alles, was richtig auf die Nerven geht oder für Shitstorms sorgt, fliegt halt raus – classic Mod-Power-Move.   Aber wen…  Random: Wärst du lieber ein Mod in einem Chaos-Chat oder einfach Zuschauer und genießt das Drama?;4_9hours.mp4,GOWstream.mp4,curated/preferences#fifa-ban;1;
